Timestamp,initials_extractor,study_id,author_year,paper_title,publication_year,Journal,Journal_Citation_Report_Category,Journal_Category_Allocated_Broad,DOI,total_included_studies,CEESAT2_1.1,CEESAT2_2.1,protocol_database,CEESAT2_3.1,CEESAT2_3.2,CEESAT2_4.1,CEESAT2_4.2,CEESAT2_4.3,database_search,CEESAT2_5.1,CEESAT2_5.2,rob_assessment_method,CEESAT2_6.1,CEESAT2_6.2,CEESAT2_6.3,software_analysis,CEESAT2_7.1,effect_size,CEESAT2_7.2,CEESAT2_7.3,heterogeneity_assessment_method,sensitivity_analysis_method,bias_assessment_type,bias_assessment_method,bias_assessment_visualization,visualization_method,reporting_standards_type,reporting_guideline_provided,literature_screening_flowchart,CEESAT2_8.1,policy_title,policy_year,policy_author,policy_category,policy_source,link
12/15/2022 0:31:30,km,s_045,wu_2013,Persistent organic pollutants and type 2 diabetes: a prospective analysis in the nurses' health study and meta-analysis.,2013,Environmental Health Perspectives,"TOXICOLOGY - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1289/ehp.1205248,8,Amber,Red,NA,Green,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Odds ratio,Green,Amber,I squared,"Subgroup analysis, Alternative model",Not reported,Not reported,Not reported,Forest plot,Not reported,NA,Yes,Green,"Toxicological profile for DDT, DDE, and DDD",2022,Centers for Disease Control and Prevention (CDC),NA,Altmetric,NA
12/15/2022 0:31:30,km,s_045,wu_2013,Persistent organic pollutants and type 2 diabetes: a prospective analysis in the nurses' health study and meta-analysis.,2013,Environmental Health Perspectives,"TOXICOLOGY - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1289/ehp.1205248,8,Amber,Red,NA,Green,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Odds ratio,Green,Amber,I squared,"Subgroup analysis, Alternative model",Not reported,Not reported,Not reported,Forest plot,Not reported,NA,Yes,Green,"Safety evaluation of certain food additives and contaminants, supplement 1: non-dioxin-like polychlorinated biphenyls, prepared by the eightieth meeting of the Joint FAO/WHO Expert Committee on Food Additives (‎JECFA)‎",2016,World Health Organisation,NA,Altmetric,NA
12/15/2022 0:31:30,km,s_045,wu_2013,Persistent organic pollutants and type 2 diabetes: a prospective analysis in the nurses' health study and meta-analysis.,2013,Environmental Health Perspectives,"TOXICOLOGY - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1289/ehp.1205248,8,Amber,Red,NA,Green,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Odds ratio,Green,Amber,I squared,"Subgroup analysis, Alternative model",Not reported,Not reported,Not reported,Forest plot,Not reported,NA,Yes,Green,Health cost that may be associated with Endocrine Disrupting Chemicals,2016,Institute for Risk Assessment Sciences,NA,Altmetric,NA
12/15/2022 0:31:30,km,s_045,wu_2013,Persistent organic pollutants and type 2 diabetes: a prospective analysis in the nurses' health study and meta-analysis.,2013,Environmental Health Perspectives,"TOXICOLOGY - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1289/ehp.1205248,8,Amber,Red,NA,Green,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Odds ratio,Green,Amber,I squared,"Subgroup analysis, Alternative model",Not reported,Not reported,Not reported,Forest plot,Not reported,NA,Yes,Green,Rapport 'Health cost that may be associated with Endocrine Disrupting Chemicals' - Rapport - Rijksoverheid.nl,2016,Institute for Risk Assessment Sciences,NA,Altmetric,NA
12/15/2022 0:59:02,km,s_046,kamel_2012,Pesticide exposure and amyotrophic lateral sclerosis,2012,NeuroToxicology,PHARMACOLOGY & PHARMACY - SCIE/ TOXICOLOGY - SCIE/ NEUROSCIENCES - SCIE,Toxicology,10.1016/j.neuro.2012.04.001,8,Amber,Red,NA,Amber,Amber,Red,Red,Red,Medline,Red,Red,Not reported,Red,Amber,Red,SAS,Amber,Odds ratio,Amber,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Forest plot,Not reported,NA,No,Red,NA,NA,NA,NA,NA,NA
12/15/2022 1:21:21,km,s_047,song_2022,Association of Pentachlorophenol with Fetal Risk of Prolonged Bradycardia: A Systematic Review and Meta-Analysis,2022,Journal of Healthcare Engineering,HEALTH CARE SCIENCES & SERVICES - SCIE,Medicine,10.1155/2022/7552294,15,Red,Red,NA,Amber,Amber,Amber,Red,Amber,"Embase, Medline, Cochrane, Chinese journal full text database, Chinese biomedical database, Chinese science and technology journal full text database",Green,Amber,Newcastle Ottawa scale,Amber,Amber,Gold,RevMan,Amber,Odds ratio,Amber,Amber,I squared,Not reported,Publication bias,Not reported,Funnel plot,Forest plot,Not reported,NA,Yes,Red,NA,NA,NA,NA,NA,NA
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,State of the science of endocrine disrupting chemicals 2012 / edited by Åke Bergman … [‎et al]‎,2013,World Health Organisation,NA,Altmetric,https://iris.who.int/handle/10665/78101
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,"Feathers as an integrated measure of organohalogen contamination, its dietary sources and corticosterone in nestlings of a terrestrial bird of prey, the northern Goshawk (Accipiter gentilis)",2023,Norwegian Institute for Nature Research,NA,plumx,https://app.overton.io/document.php?policy_document_id=ninano-a65a12dfbf7ce49824568a38fc22738d
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Pollution in the Open Oceans 2009-2013 - A Report by a GESAMP Task Team. Reports and Studies 91,2020,United Nations Environment Programme,NA,plumx,https://app.overton.io/document.php?policy_document_id=unenvironment-1928906557f6407cc64e5b7945cd540b
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,"Report on human biomonitoring of environmental chemicals in pooled samples : results of the Canadian Health Measures Survey cycles 1 (2007â€“2009), 3 (2012â€“2013), 4 (2014â€“2015) and 5 (2016â€“2017).: H129-104/2020E-PDF Publications - Canada.ca",2020,Government of Canada,NA,plumx,https://app.overton.io/document.php?policy_document_id=governmentofcanada-2da454ef315a17de9a45b93fbd9e67e7
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,"The regional assessment report on biodiversity and ecosystem services for the Americas (Full report, including SPM and chapters; laid out)",2019,IPBES,NA,plumx,https://app.overton.io/document.php?policy_document_id=ipbes-82813c0da4f7ec7f484b7b7728bd6ec5
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,IPBES/6/INF/4/Rev.1,2018,IPBES,NA,plumx,https://app.overton.io/document.php?policy_document_id=ipbes-b5ecd48e09232819c16de64e8984c03c
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,The IPBES regional assessment report on biodiversity and ecosystem services for the Americas,2018,IPBES,NA,plumx,https://app.overton.io/document.php?policy_document_id=ipbes-aae78a627e695998767e634818e8cbde
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,AMAP Assessment 2016: Chemicals of Emerging Arctic Concern,2018,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-5503066df48b26982ed36f79287c0da4
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,AMAP Assessment 2015: Temporal Trends in Persistent Organic Pollutants in the Arctic,2017,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-0817077c83c9ef7bdd59621eac5533fa
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Exposure to a mixture of toxic chemicals : implications for the health of endangered southern resident killer whales /,2016,Government Publishing Office (GPO),NA,plumx,https://app.overton.io/document.php?policy_document_id=gpogov-77de4801ff6be30d819d3e47e4a10824
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,AMAP Assessment 2015: Human Health in the Arctic,2016,United Nations Environment Programme,NA,plumx,https://app.overton.io/document.php?policy_document_id=unenvironment-05b9805e81af6158bc8c93e856dfc707
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Arctic Biodiversity Assessment: Status and trends in Arctic biodiversity,2016,United Nations Environment Programme,NA,plumx,https://app.overton.io/document.php?policy_document_id=unenvironment-89aacbfacdc11bc70bcb039003a1eab1
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Pollution in the Open Oceans,2016,The Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection,NA,plumx,https://app.overton.io/document.php?policy_document_id=gesamp-abda5413c0c16877519ab2038e31ae11
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Polychlorinated Biphenyls and Polybrominated Biphenyls,2016,IARC,NA,plumx,https://app.overton.io/document.php?policy_document_id=whoiarc-185a29a8a680c73fe16451e065932616
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,AMAP Assessment 2015: Human Health in the Arctic,2016,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-01fcc840d138f1a021c61cd6d12569d4
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,The Arctic Terrestrial Biodiversity Monitoring Plan. CAFF Monitoring Series Report No. 7. (FINAL DRAFT FOR CAFF BOARD REVIEW).,2015,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-ba0577a4dd24c4a90a0540326d2f5e45
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Arctic Biodiversity Synthesis.,2015,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-ee06a77f2ed2ad01b9ec4029edab6a37
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,"Trends in Stockholm Convention Persistent Organic Pollutants (POPs) in Arctic Air, Human media and Biota.",2015,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-4f43268a320e71654bac1c1be431df57
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Evaluering af Arktisk Biodiversitet. Syntese,2015,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-f32d41328505d55d8873054fc819e01a
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,"Arctic Terrestrial Biodiversity Monitoring Plan. Terrestrial Expert Monitoring Group, Circumpolar Biodiversity Monitoring Program",2015,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-c8d18a3bdaa73b9ed9be0dfce00bd79c
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Arctic Biodiversity Assesment. Synthesis.,2015,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-80c2346692ee1215dc4aad9945e9fdb6
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Arctic Biodiversity Assessment 2013,2015,Arctic Council,NA,plumx,https://app.overton.io/document.php?policy_document_id=arcticcouncil-3bf9977a37acd955297020b4a4a45abf
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,"Pollution in the Open Oceans, 2009-2013, a report by a GESAMP Task Team",2015,UNESCO,NA,plumx,https://app.overton.io/document.php?policy_document_id=unesco-5d6c86264c35d9dcb45bc281ae01bac6
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,State of the science of endocrine disrupting chemicals 2012 / edited by Ã…ke Bergman â€¦ [â€Žet al]â€Ž,2013,World Health Organisation,NA,plumx,https://app.overton.io/document.php?policy_document_id=who-b9f44ea4ae1f8865c66298b7e0f4c596
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,State of the science of endocrine disrupting chemicals 2012 /,2013,United Nations Environment Programme,NA,plumx,https://app.overton.io/document.php?policy_document_id=unitednations-83c743fde878ecd4f4125dd21d2f2ca5
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,"Polybrominated diphenyl ethers (PBDEs) in marine mammals from Arctic and North Atlantic regions, 1986â€“2009",2012,International Whaling Commission (IWC),NA,plumx,https://app.overton.io/document.php?policy_document_id=intwhalingcomm-5980173538fe3eab4c0c5d9a67966d79
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Climate change and the pops :predicting the impacts : report of the UNEP/AMAP Expert Group,2011,United Nations Environment Programme,NA,plumx,https://app.overton.io/document.php?policy_document_id=unitednations-c250fcdb86f0fc404fb66ed86a87c63d
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Canadian Arctic contaminants assessment report III - 2013 : persistent organic pollutants in Canada's north / Northern Contaminants Program. : R74-2/2-2013E-PDF Publications - Canada.ca,2013,Government of Canada,NA,plumx,https://app.overton.io/document.php?policy_document_id=governmentofcanada-079626514f1e06793531d5bcfe36c066
